jd_filename,sector,role_type,category,code,code_label,evidence,required,confidence
MacKellar.docx,Coal - Surface,Production Supervisor,KNOWLEDGE,K1,QLD CMSHA / Mine Safety legislation knowledge,Strong knowledge of WHS legislation and site compliance requirements,required,medium
MacKellar.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP1,Safety-focused,A genuine commitment to safety and continuous improvement,required,high
MacKellar.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP10,Continuous-improvement mindset,A genuine commitment to safety and continuous improvement,required,high
MacKellar.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP2,Strong communicator,Clear communication skills and the ability to influence and develop others,required,high
MacKellar.docx,Coal - Surface,Production Supervisor,KNOWLEDGE,K5,Operational systems / software knowledge,"Solid computer skills, including Microsoft Office",required,high
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,DISPOSITION,DP5,Hands-on / front-line leadership,Leading by example to ensure maintenance activities are completed,required,high
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,DUTY,D7,Oversee daily operations,Leading by example to ensure maintenance activities are completed,not_specified,medium
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,DUTY,D11,Plan and schedule work,"Coordinating maintenance and repairs in line with safety, time, and",not_specified,high
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,DUTY,D12,"Reporting, budgets and administration","Coordinating maintenance and repairs in line with safety, time, and",not_specified,medium
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,DUTY,D12,"Reporting, budgets and administration","Completing accurate maintenance documentation, reporting, and daily",not_specified,high
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,DISPOSITION,DP14,Relationship-building / stakeholder management,Building and maintaining strong working relationships and,required,high
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,DUTY,D10,Drive continuous improvement,Driving continuous improvement initiatives and implementing,not_specified,high
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,DUTY,D6,Promote and uphold safety culture,"Promoting and maintaining a strong, positive safety culture across",not_specified,high
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q9,Trade qualification (with discipline named),Trade qualification in **Diesel Fitting** or equivalent,required,high
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E1,Years of supervisory experience,Previous experience as a **Maintenance Supervisor** on a mine site,required,high
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q2,Coal Surface supervisor competencies,"Current **Mining Supervisor -- G1, G8, G9** (formerly S1, S2, S3)",required,medium
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q8,RII units (named),Current **Carry out the Risk Management Process -- G2** (RIIRIS402D),required,high
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q6,QLD Coal Board Medical / ResHealth Medical,Current **Queensland Coal Board Medical** (or willingness to obtain),required,high
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q1,Standard 11,Current **Standard 11** (or willingness to obtain),required,high
MacKellar__Maintenance_Supervisor.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q11,Driver's licence,Current **Queensland Driver Licence**,required,high
National Group .docx,Coal - Surface,Maintenance Supervisor,DUTY,D1,Supervise and lead crews/contractors,Provide leadership and supervision to our maintenance team,not_specified,high
National Group .docx,Coal - Surface,Maintenance Supervisor,DUTY,D7,Oversee daily operations,Preventative maintenance and availability,not_specified,medium
National Group .docx,Coal - Surface,Maintenance Supervisor,KNOWLEDGE,K9,"Maintenance planning, scheduling, condition monitoring",Preventative maintenance and availability,required,medium
National Group .docx,Coal - Surface,Maintenance Supervisor,DISPOSITION,DP1,Safety-focused,"Strong commitment to workplace safety, continuous improvement and technical excellence",required,high
National Group .docx,Coal - Surface,Maintenance Supervisor,DISPOSITION,DP10,Continuous-improvement mindset,"Strong commitment to workplace safety, continuous improvement and technical excellence",required,high
National Group .docx,Coal - Surface,Maintenance Supervisor,DUTY,D10,Drive continuous improvement,Contribute towards any improvements or initiatives relating to productivity or costs,not_specified,high
National Group .docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q9,Trade qualification (with discipline named),Australian recognised trade completion certificate and minimum 5 years post trade experience,required,medium
National Group .docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E2,Years of operational/production experience,Australian recognised trade completion certificate and minimum 5 years post trade experience,required,high
National Group .docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q2,Coal Surface supervisor competencies,"Current S1, 2, 3 & G2 tickets (or equivalent)",required,high
National Group .docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E12,Equipment brand specialism,"Experience working on Liebherr, Komatsu and CAT mobile mining equipment is essential",required,high
National Group .docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q6,QLD Coal Board Medical / ResHealth Medical,Current QLD ResHealth Medical and Standard 11 required,required,high
National Group .docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q1,Standard 11,Current QLD ResHealth Medical and Standard 11 required,required,high
National Group .docx,Coal - Surface,Maintenance Supervisor,DISPOSITION,DP6,Problem-solver / analytical,Outstanding troubleshooting / diagnostic skills,required,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,DUTY,D5,Ensure statutory compliance,Ensuring compliance with the requirements of the Mine Safety and Inspection Act and Mines Safety Inspection Regulations,not_specified,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,KNOWLEDGE,K1,QLD CMSHA / Mine Safety legislation knowledge,Ensuring compliance with the requirements of the Mine Safety and Inspection Act and Mines Safety Inspection Regulations,required,medium
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,DUTY,D1,Supervise and lead crews/contractors,Providing direct supervision of employees and sub-contractors working within the area of responsibility and allocating day-to-day work priorities,not_specified,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,DUTY,D3,Allocate tasks and manage workloads,Providing direct supervision of employees and sub-contractors working within the area of responsibility and allocating day-to-day work priorities,not_specified,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,DUTY,D6,Promote and uphold safety culture,"Focus on creating a culture of care by being a visible safety leader, engaging, developing and coaching your team",not_specified,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,DUTY,D2,"Coach, mentor, develop team capability","Focus on creating a culture of care by being a visible safety leader, engaging, developing and coaching your team",not_specified,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP5,Hands-on / front-line leadership,"Focus on creating a culture of care by being a visible safety leader, engaging, developing and coaching your team",required,medium
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,DUTY,D3,Allocate tasks and manage workloads,Managing workloads and allocating duties across the production team to deliver the plan and ensure all development targets are achieved,not_specified,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,DUTY,D8,Manage production performance & targets,Managing workloads and allocating duties across the production team to deliver the plan and ensure all development targets are achieved,not_specified,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,DUTY,D10,Drive continuous improvement,Promoting continuous improvement by challenging work practices and encouraging employee participation in new concepts,not_specified,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,KNOWLEDGE,K1,QLD CMSHA / Mine Safety legislation knowledge,Thorough understanding of individual responsibilities in relation to the Coal Mining Safety & Health Act and associated regulations,required,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP2,Strong communicator,Well-developed written and verbal communication skills,required,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP14,Relationship-building / stakeholder management,Ability to create positive working relationships and be adaptable to various communication styles,required,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP11,Adaptability / flexibility,Ability to create positive working relationships and be adaptable to various communication styles,required,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E2,Years of operational/production experience,Previous experience in the operation of plant and machinery within a mining or heavy industry environment,required,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E10,Industry breadth — heavy industry beyond mining,Previous experience in the operation of plant and machinery within a mining or heavy industry environment,required,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,Previous Supervisory experience within an open cut mining environment,required,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E3,Sector experience — Coal Surface,Previous Supervisory experience within an open cut mining environment,required,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,KNOWLEDGE,K5,Operational systems / software knowledge,"Intermediate computer skills with proficiency in Microsoft Office suite, SAP and similar systems and databases",required,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,QUALIFICATIONS,Q2,Coal Surface supervisor competencies,"S1,2,3 Supervisor and G2 Qualifications are essential",required,high
Production Supervisor Yancoal.docx,Coal - Surface,Production Supervisor,QUALIFICATIONS,Q11,Driver's licence,Possess and maintain a current drivers licence,required,high
Production Supervisor.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,"To be successful in the role, you will have supervisor experience running a large team within an open cut mining operation.",required,high
Production Supervisor.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E3,Sector experience — Coal Surface,"To be successful in the role, you will have supervisor experience running a large team within an open cut mining operation.",required,high
Production Supervisor.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E8,Workforce context,"To be successful in the role, you will have supervisor experience running a large team within an open cut mining operation.",required,medium
Production Supervisor.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E7,Equipment/operational specialism,Demonstrated experience with Truck and Shovel operations and a working knowledge of relevant legislation.,required,high
Production Supervisor.docx,Coal - Surface,Production Supervisor,KNOWLEDGE,K1,QLD CMSHA / Mine Safety legislation knowledge,Demonstrated experience with Truck and Shovel operations and a working knowledge of relevant legislation.,required,medium
Production Supervisor.docx,Coal - Surface,Production Supervisor,QUALIFICATIONS,Q2,Coal Surface supervisor competencies,"Hold the Supervisor & Risk Facilitator competencies (S1, 2, 3 & G2).",required,high
Production Supervisor.docx,Coal - Surface,Production Supervisor,QUALIFICATIONS,Q4,Open Cut Examiner (OCE),OCE ticket is desirable but not mandatory.,desirable,high
Production Supervisor.docx,Coal - Surface,Production Supervisor,QUALIFICATIONS,Q18,Cert IV in Training & Assessment (TAE40110),Trainer & Assessor certification is desirable.,desirable,medium
Production supervisor copy.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,Experience running a large team within an open cut mining operation,required,high
Production supervisor copy.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E3,Sector experience — Coal Surface,Experience running a large team within an open cut mining operation,required,high
Production supervisor copy.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E8,Workforce context,Experience running a large team within an open cut mining operation,required,high
Production supervisor copy.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E7,Equipment/operational specialism,Demonstrated background operating heavy machinery including shovels and / or excavators,required,high
Production supervisor copy.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP1,Safety-focused,Unwavering commitment to safety,required,high
Regroup Australia.docx,Coal - Surface,Production Supervisor,DUTY,D7,Oversee daily operations,Leading and managing all aspects of mine production execution,not_specified,high
Regroup Australia.docx,Coal - Surface,Production Supervisor,DUTY,D8,Manage production performance & targets,Leading and managing all aspects of mine production execution,not_specified,high
Regroup Australia.docx,Coal - Surface,Production Supervisor,DUTY,D9,Coordinate resources,"Coordinating personnel, equipment, and resources to meet production targets",not_specified,high
Regroup Australia.docx,Coal - Surface,Production Supervisor,DUTY,D8,Manage production performance & targets,"Coordinating personnel, equipment, and resources to meet production targets",not_specified,high
Regroup Australia.docx,Coal - Surface,Production Supervisor,DUTY,D3,Allocate tasks and manage workloads,Allocating tasks and managing shift rosters to deliver mine plan outcomes,not_specified,high
Regroup Australia.docx,Coal - Surface,Production Supervisor,DUTY,D18,Shift management & handover,Allocating tasks and managing shift rosters to deliver mine plan outcomes,not_specified,high
Regroup Australia.docx,Coal - Surface,Production Supervisor,DUTY,D10,Drive continuous improvement,Supporting continuous improvement across operations and workflow,not_specified,high
Regroup Australia.docx,Coal - Surface,Production Supervisor,DUTY,D1,Supervise and lead crews/contractors,"Supervising and coaching your team to ensure safe, effective shift execution",not_specified,high
Regroup Australia.docx,Coal - Surface,Production Supervisor,DUTY,D2,"Coach, mentor, develop team capability","Supervising and coaching your team to ensure safe, effective shift execution",not_specified,high
Regroup Australia.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,Minimum 3 years’ experience in a supervisory role within mining,required,high
Regroup Australia.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP13,Time management & prioritisation,"Strong leadership, planning, and organisational skills",required,high
Regroup Australia.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP3,People-focused / caring,"Strong leadership, planning, and organisational skills",required,medium
Regroup Australia.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP1,Safety-focused,Commitment to safety and fostering a positive team culture,required,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,DUTY,D1,Supervise and lead crews/contractors,Lead and coordinate multiple Production Supervisors to deliver daily mine plans and production targets,not_specified,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,DUTY,D8,Manage production performance & targets,Lead and coordinate multiple Production Supervisors to deliver daily mine plans and production targets,not_specified,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,DUTY,D8,Manage production performance & targets,"Analyse daily performance results and work with supervisors to address productivity, utilisation, and compliance gaps",not_specified,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP6,Problem-solver / analytical,"Analyse daily performance results and work with supervisors to address productivity, utilisation, and compliance gaps",required,medium
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,DUTY,D2,"Coach, mentor, develop team capability","Provide hands-on leadership, coaching, and mentoring to Production Supervisors and Leading Hands",not_specified,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP5,Hands-on / front-line leadership,"Provide hands-on leadership, coaching, and mentoring to Production Supervisors and Leading Hands",required,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,DUTY,D5,Ensure statutory compliance,Ensure all work areas operate in line with the site Safety and Health Management System,not_specified,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,DUTY,D11,Plan and schedule work,"Contribute operational insights into short- and medium-term planning, including scheduling, resourcing, and constraints",not_specified,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,"Work closely with Technical Services, Drill & Blast, and Maintenance to align operational readiness and priorities",not_specified,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP2,Strong communicator,"Maintain clear, consistent communication between site leadership and frontline teams",required,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,DUTY,D10,Drive continuous improvement,Drive continuous improvement by identifying inefficiencies and implementing practical solutions,not_specified,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,Experience in a comparable role within a large-scale mining operation,required,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E8,Workforce context,Experience in a comparable role within a large-scale mining operation,required,medium
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,QUALIFICATIONS,Q2,Coal Surface supervisor competencies,"Current G1, G2, G8, and G9 Supervisor competencies (formerly S1, S2, S3)",required,medium
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,Proven leadership experience in an open-cut mining environment,required,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E3,Sector experience — Coal Surface,Proven leadership experience in an open-cut mining environment,required,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,KNOWLEDGE,K1,QLD CMSHA / Mine Safety legislation knowledge,Strong knowledge of WHS legislation and statutory obligations,required,medium
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP11,Adaptability / flexibility,"A flexible, solutions-focused mindset with strong problem-solving capability",required,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP6,Problem-solver / analytical,"A flexible, solutions-focused mindset with strong problem-solving capability",required,high
Senior Production Supervisor MacKellar.docx,Coal - Surface,Production Supervisor,KNOWLEDGE,K5,Operational systems / software knowledge,Confidence using the Microsoft Office suite,required,high
Sojitz.docx,Coal - Surface,Mining Supervisor,DUTY,D1,Supervise and lead crews/contractors,Direct supervision of Run of Mine (ROM) activities ensuring safe and productive execution of scheduled works,not_specified,high
Sojitz.docx,Coal - Surface,Mining Supervisor,DUTY,D7,Oversee daily operations,Direct supervision of Run of Mine (ROM) activities ensuring safe and productive execution of scheduled works,not_specified,high
Sojitz.docx,Coal - Surface,Mining Supervisor,DUTY,D1,Supervise and lead crews/contractors,Direct and supervise pump crew to ensure dewatering and water movement activities are carried out safely and efficiently,not_specified,high
Sojitz.docx,Coal - Surface,Mining Supervisor,EXPERIENCE,E11,Commodity/process specialism,Direct and supervise pump crew to ensure dewatering and water movement activities are carried out safely and efficiently,required,medium
Sojitz.docx,Coal - Surface,Mining Supervisor,DUTY,D15,Environmental & quality compliance,Direct and Assist in the supervision and coordination of rehabilitation works ensuring safe and productive execution of scheduled works,not_specified,medium
Sojitz.docx,Coal - Surface,Mining Supervisor,EXPERIENCE,E1,Years of supervisory experience,Proven experience working at a supervisor level,required,high
Sojitz.docx,Coal - Surface,Mining Supervisor,QUALIFICATIONS,Q2,Coal Surface supervisor competencies,"Supervisor's qualifications; S1, S2, S3 and G2 competencies",required,high
Sojitz.docx,Coal - Surface,Mining Supervisor,QUALIFICATIONS,Q1,Standard 11,Current Queensland Generic Induction (Standard 11),required,high
Sojitz.docx,Coal - Surface,Mining Supervisor,QUALIFICATIONS,Q16,Generic Site Induction,Current Queensland Generic Induction (Standard 11),required,high
Sojitz.docx,Coal - Surface,Mining Supervisor,QUALIFICATIONS,Q11,Driver's licence,Current Drivers Licence,required,high
Sojitz.docx,Coal - Surface,Mining Supervisor,DISPOSITION,DP14,Relationship-building / stakeholder management,Strong interpersonal & negotiation skills to successfully liaise with stakeholders at all levels of the business,required,high
Sojitz.docx,Coal - Surface,Mining Supervisor,DISPOSITION,DP1,Safety-focused,Excellent safety mindset with the ability to positively influence the culture on-site,required,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,DUTY,D1,Supervise and lead crews/contractors,"Lead and support the Blast crew to deliver safe, compliant and effective blast outcomes",not_specified,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,DUTY,D7,Oversee daily operations,"Oversee daily shot preparations, timing, QA/QC checks and blast initiation",not_specified,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,DUTY,D14,Permit / isolation / high-risk activity management,"Oversee daily shot preparations, timing, QA/QC checks and blast initiation",not_specified,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,"Collaborate closely with Drill & Blast Engineers, Shotfirers, and Production teams to achieve schedule requirements",not_specified,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,DUTY,D6,Promote and uphold safety culture,"Contribute to a culture that prioritises safety, teamwork, continuous improvement and clear communication",not_specified,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,DUTY,D10,Drive continuous improvement,"Contribute to a culture that prioritises safety, teamwork, continuous improvement and clear communication",not_specified,medium
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,DUTY,D17,Training delivery & competency assurance,"Support training, coaching and development of team members",not_specified,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,DUTY,D2,"Coach, mentor, develop team capability","Support training, coaching and development of team members",not_specified,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,QUALIFICATIONS,Q20,Shotfirer accreditation,Shotfirer accreditation / Queensland Shotfirer Tickets,required,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,Previous supervisory experience within a Drill & Blast or blasting operations team on a coal mine site,required,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E3,Sector experience — Coal Surface,Previous supervisory experience within a Drill & Blast or blasting operations team on a coal mine site,required,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E11,Commodity/process specialism,Previous supervisory experience within a Drill & Blast or blasting operations team on a coal mine site,required,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,KNOWLEDGE,K8,Sector-specific technical knowledge,"Strong knowledge of drill & blast planning, field operations and safety processes",required,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP14,Relationship-building / stakeholder management,The ability to build trusting relationships and support others to perform at their best,required,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP7,Initiative / proactive,"A calm, inclusive and proactive approach to decision-making",required,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP16,Inclusive leadership,"A calm, inclusive and proactive approach to decision-making",required,high
Supervisor Blast Crew  Goonyella Mine BMA.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP12,Decision-making under pressure,"A calm, inclusive and proactive approach to decision-making",required,medium
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DUTY,D1,Supervise and lead crews/contractors,Lead and mentor maintenance trades and operators across the workshop and field,not_specified,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DUTY,D2,"Coach, mentor, develop team capability",Lead and mentor maintenance trades and operators across the workshop and field,not_specified,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DUTY,D7,Oversee daily operations,"Execute maintenance priorities safely, efficiently and in alignment with production plans",not_specified,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DUTY,D11,Plan and schedule work,Coordinate and supervise planned and breakdown maintenance activities,not_specified,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DUTY,D3,Allocate tasks and manage workloads,Ensure clear task allocation and daily work planning for your crew,not_specified,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DUTY,D11,Plan and schedule work,Ensure clear task allocation and daily work planning for your crew,not_specified,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DUTY,D6,Promote and uphold safety culture,"Maintain high standards of safety, quality and workmanship",not_specified,medium
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DUTY,D15,Environmental & quality compliance,"Maintain high standards of safety, quality and workmanship",not_specified,medium
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DUTY,D5,Ensure statutory compliance,"Drive compliance with site systems, statutory obligations and company procedures",not_specified,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DUTY,D2,"Coach, mentor, develop team capability",Provide regular performance feedback and lead performance management processes,not_specified,medium
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DUTY,D10,Drive continuous improvement,Contribute to continuous improvement initiatives across fleet reliability and maintenance practices,not_specified,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,Work closely with the Maintenance Superintendent and Production teams to optimise equipment availability,not_specified,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q9,Trade qualification (with discipline named),Relevant Mechanical or Electrical trade qualification,required,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E1,Years of supervisory experience,Demonstrated supervisory experience in a mining maintenance environment,required,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E7,Equipment/operational specialism,Strong experience maintaining heavy mobile mining equipment,required,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,KNOWLEDGE,K9,"Maintenance planning, scheduling, condition monitoring",Proven ability to coordinate major equipment maintenance activities,required,medium
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DISPOSITION,DP13,Time management & prioritisation,Effective time management and prioritisation skills,required,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DISPOSITION,DP2,Strong communicator,Strong interpersonal and communication capability,required,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,KNOWLEDGE,K5,Operational systems / software knowledge,"Proficiency in site systems (e.g. PRONTO, Microsoft Office Suite)",required,high
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DISPOSITION,DP11,Adaptability / flexibility,"A positive, solutions-focused leadership style",required,medium
TerraCom.docx,Coal - Surface,Maintenance Supervisor,DISPOSITION,DP1,Safety-focused,A strong commitment to safety and team culture,required,high
Thiess Maintenance Mackay.docx,Coal - Surface,Maintenance Supervisor,DUTY,D2,"Coach, mentor, develop team capability","Lead, coach and develop team members by setting clear expectations, monitoring performance and providing ongoing mentoring",not_specified,high
Thiess Maintenance Mackay.docx,Coal - Surface,Maintenance Supervisor,DUTY,D1,Supervise and lead crews/contractors,"Lead, coach and develop team members by setting clear expectations, monitoring performance and providing ongoing mentoring",not_specified,high
Thiess Maintenance Mackay.docx,Coal - Surface,Maintenance Supervisor,DUTY,D11,Plan and schedule work,"Plan, manage and execute maintenance activities using efficient servicing strategies to achieve service time targets and schedule compliance",not_specified,high
Thiess Maintenance Mackay.docx,Coal - Surface,Maintenance Supervisor,DUTY,D12,"Reporting, budgets and administration",Ensure maintenance activities are delivered within allocated budgets and resource constraints,not_specified,high
Thiess Maintenance Mackay.docx,Coal - Surface,Maintenance Supervisor,DUTY,D4,Conduct safety leadership activities,Support the Maintenance Manager and Superintendents in the implementation of safety initiatives and plans,not_specified,medium
Thiess Maintenance Mackay.docx,Coal - Surface,Maintenance Supervisor,DUTY,D13,Incident investigation & root cause analysis,Actively participate in incident investigations and the implementation of corrective actions,not_specified,high
Thiess Maintenance Mackay.docx,Coal - Surface,Maintenance Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,Build and maintain strong relationships with key internal and external stakeholders,not_specified,high
Thiess Maintenance Mackay.docx,Coal - Surface,Maintenance Supervisor,DISPOSITION,DP14,Relationship-building / stakeholder management,Build and maintain strong relationships with key internal and external stakeholders,required,high
Thiess Maintenance Mackay.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q9,Trade qualification (with discipline named),A mechanical trade certificate or a tertiary qualification in Mechanical Engineering,required,high
Thiess Maintenance Mackay.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q10,Engineering tertiary qualification,A mechanical trade certificate or a tertiary qualification in Mechanical Engineering,required,high
Thiess Maintenance Mackay.docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E2,Years of operational/production experience,Extensive post-trade or relevant mobile maintenance experience within a mining environment,required,high
